product_name,current_category,layer_1_score,layer_1_category,layer_2_score,layer_2_category,web_sources,web_agree_count,web_consensus_category,web_consensus_time,layer_3_score,layer_3_category,conflict_level,final_category,final_confidence,confidence_band,mapping_status,reason,revenue_weight
DONDAKAI,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: DONDAKAI brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.7045
DASHERI MANGO KG LOOSE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: DASHERI MANGO KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.6832
BUTTON MUSHROOM,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BUTTON MUSHROOM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6643
ENG ITEM BROCOLI SAMBERRY,<NA>,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: ENG ITEM BROCOLI SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.6538
WASHINGTON APPLE,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: WASHINGTON APPLE brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.6477
PALAK GREEN,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PALAK GREEN brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6434
COCONUT,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: COCONUT brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6399
GINGER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GINGER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6381
GREEN CHILLY,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GREEN CHILLY brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6236
EUROPEN CUCUMBER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: EUROPEN CUCUMBER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6145
KESARI MANGO KG LOOSE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: KESARI MANGO KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.5774
CAPSICUM,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CAPSICUM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.5428
MOUSAMBI,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MOUSAMBI brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.5406
AVOCADO IMP SAMBERRY,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: AVOCADO IMP SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.5215
RAW BANANA(GREEN PLANTIN),fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RAW BANANA(GREEN PLANTIN) brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.5068
CAULIFLOWER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CAULIFLOWER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.5034
DRAGON  FRUIT,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: DRAGON  FRUIT brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.4993
CHINNA RASALU KG LOOSE,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CHINNA RASALU KG LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.4861
CALIFORINA RED GRAPES,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: CALIFORINA RED GRAPES brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.4855
Green Kiwi Small,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: Green Kiwi Small brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.4644
BANANA CHOCOCHIP LOAF 350g KALSAN FOODS,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BANANA CHOCOCHIP LOAF 350g KALSAN FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.4537
ROSE LONG BRINJAL,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ROSE LONG BRINJAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.4408
GOLDEN KIWI SMALL,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GOLDEN KIWI SMALL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.4298
CHIKKUDUKAI,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CHIKKUDUKAI brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.4224
CHEKKARAKELI BANANA,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CHEKKARAKELI BANANA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.4146
BEET ROOT,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BEET ROOT brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.4112
IMPORTED ORANGE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: IMPORTED ORANGE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.3976
ALPHONSO LOCAL KG LOOSE,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ALPHONSO LOCAL KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.388
COLOUR CUCUMBER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: COLOUR CUCUMBER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.376
WHITE ROUND BRINJAL,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHITE ROUND BRINJAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.3668
AMLA,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: AMLA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.3642
NAGPUR ORANGE,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: NAGPUR ORANGE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.3403
KARPURAVALLI BANANA,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KARPURAVALLI BANANA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.3176
IMPORTED PLUMS,<NA>,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: IMPORTED PLUMS brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.3008
CHERUKU RASALU KG LOOSE,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: CHERUKU RASALU KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.3007
MENTI BIG,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MENTI BIG brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.2788
AA KAKARAKAI,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: AA KAKARAKAI brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.2729
MUSK MELON - H,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MUSK MELON - H brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2655
KALA JAMUN BOX PACK ANAND,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: KALA JAMUN BOX PACK ANAND brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.265
WHITE SEEDLESS GRAPES,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: WHITE SEEDLESS GRAPES brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.2638
CAPSICUM YELLOW SAMBERRY,vegetables,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: CAPSICUM YELLOW SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.2628
PINE APPLE,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PINE APPLE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2626
GULABI ROUND BRINJAL,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GULABI ROUND BRINJAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2529
CLUSTER BEANS,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CLUSTER BEANS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2518
IDLY . DOSA BATTER 1KG ID FRESH,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IDLY . DOSA BATTER 1KG ID FRESH brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2428
RAW MANGO,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RAW MANGO brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2406
CHERRY LOCAL ANAND,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: CHERRY LOCAL ANAND brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.2385
ASH GOURD,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ASH GOURD brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2354
CURRY LEAVES,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CURRY LEAVES brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2347
COCONUT MANGO,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: COCONUT MANGO brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.233
GREEN PEAS,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: GREEN PEAS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.232
CAPSICUM RED SAMBERRY,vegetables,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: CAPSICUM RED SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.2293
NEELAM MANGO Kg LOOSE,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: NEELAM MANGO Kg LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.2283
LAB LAB,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LAB LAB brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2264
GREEN APPLE,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: GREEN APPLE brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.2255
TELANGANA CHEKKALU 250g  VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: TELANGANA CHEKKALU 250g  VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.217
MIXED SPROUTS ANAND,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MIXED SPROUTS ANAND brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2103
CHEGODI 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CHEGODI 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.2019
Thotakura,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: Thotakura brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1977
LYCHEE LOCAL ANAND,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: LYCHEE LOCAL ANAND brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.1965
PUMPKIN,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PUMPKIN brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1885
DATE BITES 160g FLYBERRY,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: DATE BITES 160g FLYBERRY brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1844
chukkakura,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: chukkakura brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1822
PALLI PEANUT CHIKKI 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: PALLI PEANUT CHIKKI 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.18
MURUKULU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MURUKULU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1753
BLACK ROUND BRINJAL,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BLACK ROUND BRINJAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1716
VAMPOOSA 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: VAMPOOSA 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1684
JANTHIKALU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: JANTHIKALU 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1681
GONGURA(PUNTIKURA),<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GONGURA(PUNTIKURA) brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1658
BITTER GOURD,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BITTER GOURD brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1657
DOSA BATTER MIX 900g DSL,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: DOSA BATTER MIX 900g DSL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1641
BROWN ANJEER BOX TURKEY,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BROWN ANJEER BOX TURKEY brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1621
MALLIKA MANGO Kg LOOSE,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MALLIKA MANGO Kg LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1594
GROUND NUT,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: GROUND NUT brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1588
BOONDI LADDU 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BOONDI LADDU 250g VELLANKI FOODS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1554
pink Dragon Fruit,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: pink Dragon Fruit brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1554
NATU DONDAKAI,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: NATU DONDAKAI brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1536
CHAMA DUMPA,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CHAMA DUMPA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1514
ULAVACHARU 250g HASSTA,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: ULAVACHARU 250g HASSTA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1508
ELEPHANT YAM,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ELEPHANT YAM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1492
MIXTURE 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MIXTURE 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1472
BLACK SEEDED GRAPES,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BLACK SEEDED GRAPES brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1421
PUDHINA,<NA>,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PUDHINA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1392
THOTAPURI MANGO,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: THOTAPURI MANGO brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1369
RIBBON PAKODI 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: RIBBON PAKODI 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1298
BOONDI 250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BOONDI 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1296
WHITE RADISH,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHITE RADISH brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1266
SNAKE GOURD,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: SNAKE GOURD brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1213
RAW PEANUT 1KG,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: RAW PEANUT 1KG brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1169
G ELAICHI 50g,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: G ELAICHI 50g brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1166
DOODH PEDA 200g HERITAGE,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: DOODH PEDA 200g HERITAGE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1159
Pomogranate Pack of 4,<NA>,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: Pomogranate Pack of 4 brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1157
SIMLA APPLE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: SIMLA APPLE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.1152
TOMATO (APPLE) hybrid,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: TOMATO (APPLE) hybrid brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1146
CORN FLAKES MIXTURE250g VELLANKI FOODS,<NA>,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CORN FLAKES MIXTURE250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.1137
