product_name,current_category,layer_1_score,layer_1_category,layer_2_score,layer_2_category,web_sources,web_agree_count,web_consensus_category,web_consensus_time,layer_3_score,layer_3_category,conflict_level,final_category,final_confidence,confidence_band,mapping_status,reason,revenue_weight,_pnorm
ANAR,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ANAR brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",5.1124,anar
APPLE ROYAL GALA,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: APPLE ROYAL GALA brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",4.084,apple royal gala
TOMATO LOCAL,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: TOMATO LOCAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",3.2104,tomato local
BANGINAPALLI MANGO LOOSE KGS,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BANGINAPALLI MANGO LOOSE KGS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",2.6394,banginapalli mango loose kgs
POTATO,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: POTATO brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",1.9216,potato
ONION,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ONION brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",1.7466,onion
CARROT,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CARROT brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",1.617,carrot
KIRAN MELON,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KIRAN MELON brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",1.5122,kiran melon
RIDGE GOURD,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RIDGE GOURD brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",1.4514,ridge gourd
BABY ORANGE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: BABY ORANGE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",1.4092,baby orange
LADIES FINGER,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LADIES FINGER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",1.2159,ladies finger
USA FUJI APPLE,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: USA FUJI APPLE brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",1.2042,usa fuji apple
LEMON,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: LEMON brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",1.1143,lemon
BEAUTY PEARS,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: BEAUTY PEARS brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",1.0777,beauty pears
Black Chilly,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: Black Chilly brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.9996,black chilly
BUSH BEANS,vegetables,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BUSH BEANS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.969,bush beans
BOTTLE GOURD,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BOTTLE GOURD brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.9553,bottle gourd
PINK LADY APPLE,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: PINK LADY APPLE brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.9322,pink lady apple
BLUE BERRY,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: BLUE BERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.9052,blue berry
Banana Yalakki,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: Banana Yalakki brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.8857,banana yalakki
PAPPAYA,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PAPPAYA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.8788,pappaya
CUCUMBER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CUCUMBER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.8611,cucumber
GUAVA HYBRID BIG ANAND,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: GUAVA HYBRID BIG ANAND brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.8225,guava hybrid big anand
RUBUSTA BANANA,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RUBUSTA BANANA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.8037,rubusta banana
CUSTARD APPLE ANAND,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: CUSTARD APPLE ANAND brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.7685,custard apple anand
HIMAYATH MANGO KG LOOSE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: HIMAYATH MANGO KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.7631,himayath mango kg loose
CORIANDER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CORIANDER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.7428,coriander
GARLIC,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: GARLIC brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.7166,garlic
DONDAKAI,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: DONDAKAI brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.7045,dondakai
DASHERI MANGO KG LOOSE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: DASHERI MANGO KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.6832,dasheri mango kg loose
BUTTON MUSHROOM,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BUTTON MUSHROOM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6643,button mushroom
ENG ITEM BROCOLI SAMBERRY,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: ENG ITEM BROCOLI SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.6538,eng item brocoli samberry
WASHINGTON APPLE,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: WASHINGTON APPLE brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.6477,washington apple
PALAK GREEN,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PALAK GREEN brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6434,palak green
COCONUT,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: COCONUT brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6399,coconut
GINGER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GINGER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6381,ginger
GREEN CHILLY,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GREEN CHILLY brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6236,green chilly
EUROPEN CUCUMBER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: EUROPEN CUCUMBER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.6145,europen cucumber
KESARI MANGO KG LOOSE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: KESARI MANGO KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.5774,kesari mango kg loose
CAPSICUM,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CAPSICUM brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.5428,capsicum
MOUSAMBI,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MOUSAMBI brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.5406,mousambi
AVOCADO IMP SAMBERRY,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: AVOCADO IMP SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.5215,avocado imp samberry
RAW BANANA(GREEN PLANTIN),fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RAW BANANA(GREEN PLANTIN) brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.5068,raw banana(green plantin)
CAULIFLOWER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CAULIFLOWER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.5034,cauliflower
DRAGON  FRUIT,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: DRAGON  FRUIT brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.4993,dragon  fruit
CHINNA RASALU KG LOOSE,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CHINNA RASALU KG LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.4861,chinna rasalu kg loose
CALIFORINA RED GRAPES,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: CALIFORINA RED GRAPES brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.4855,califorina red grapes
Green Kiwi Small,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: Green Kiwi Small brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.4644,green kiwi small
BANANA CHOCOCHIP LOAF 350g KALSAN FOODS,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: BANANA CHOCOCHIP LOAF 350g KALSAN FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.4537,banana chocochip loaf 350g kalsan foods
ROSE LONG BRINJAL,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ROSE LONG BRINJAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.4408,rose long brinjal
GOLDEN KIWI SMALL,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GOLDEN KIWI SMALL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.4298,golden kiwi small
CHIKKUDUKAI,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CHIKKUDUKAI brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.4224,chikkudukai
CHEKKARAKELI BANANA,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CHEKKARAKELI BANANA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.4146,chekkarakeli banana
BEET ROOT,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: BEET ROOT brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.4112,beet root
IMPORTED ORANGE,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: IMPORTED ORANGE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.3976,imported orange
ALPHONSO LOCAL KG LOOSE,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: ALPHONSO LOCAL KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.388,alphonso local kg loose
COLOUR CUCUMBER,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: COLOUR CUCUMBER brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.376,colour cucumber
WHITE ROUND BRINJAL,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: WHITE ROUND BRINJAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.3668,white round brinjal
AMLA,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: AMLA brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.3642,amla
NAGPUR ORANGE,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: NAGPUR ORANGE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.3403,nagpur orange
KARPURAVALLI BANANA,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: KARPURAVALLI BANANA brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.3176,karpuravalli banana
IMPORTED PLUMS,,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: IMPORTED PLUMS brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.3008,imported plums
CHERUKU RASALU KG LOOSE,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: CHERUKU RASALU KG LOOSE brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.3007,cheruku rasalu kg loose
MENTI BIG,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: MENTI BIG brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.2788,menti big
AA KAKARAKAI,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: AA KAKARAKAI brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.2729,aa kakarakai
MUSK MELON - H,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MUSK MELON - H brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2655,musk melon - h
KALA JAMUN BOX PACK ANAND,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: KALA JAMUN BOX PACK ANAND brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.265,kala jamun box pack anand
CAPSICUM YELLOW SAMBERRY,vegetables,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: CAPSICUM YELLOW SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.2628,capsicum yellow samberry
PINE APPLE,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PINE APPLE brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2626,pine apple
GULABI ROUND BRINJAL,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: GULABI ROUND BRINJAL brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2529,gulabi round brinjal
CLUSTER BEANS,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CLUSTER BEANS brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2518,cluster beans
IDLY . DOSA BATTER 1KG ID FRESH,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: IDLY . DOSA BATTER 1KG ID FRESH brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2428,idly . dosa batter 1kg id fresh
RAW MANGO,fruits,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: RAW MANGO brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2406,raw mango
CHERRY LOCAL ANAND,,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: CHERRY LOCAL ANAND brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.2385,cherry local anand
ASH GOURD,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: ASH GOURD brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2354,ash gourd
CURRY LEAVES,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: CURRY LEAVES brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2347,curry leaves
COCONUT MANGO,fruits,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: COCONUT MANGO brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.233,coconut mango
GREEN PEAS,vegetables,0,UNKNOWN,85,Breakfast,synthetic: brand consensus; query: GREEN PEAS brand category India,0,,,75,Breakfast,none,Breakfast,85.21,HIGH,AUTO-MAP,"Web→Breakfast:85, Brand/Price→Breakfast:75",0.232,green peas
CAPSICUM RED SAMBERRY,vegetables,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: CAPSICUM RED SAMBERRY brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.2293,capsicum red samberry
NEELAM MANGO Kg LOOSE,fruits,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: NEELAM MANGO Kg LOOSE brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.2283,neelam mango kg loose
LAB LAB,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: LAB LAB brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2264,lab lab
GREEN APPLE,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: GREEN APPLE brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.2255,green apple
TELANGANA CHEKKALU 250g  VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: TELANGANA CHEKKALU 250g  VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.217,telangana chekkalu 250g  vellanki foods
MIXED SPROUTS ANAND,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: MIXED SPROUTS ANAND brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.2103,mixed sprouts anand
CHEGODI 250g VELLANKI FOODS,,0,UNKNOWN,85,Snacks,synthetic: brand consensus; query: CHEGODI 250g VELLANKI FOODS brand category India,0,,,75,Snacks,none,Snacks,85.21,HIGH,AUTO-MAP,"Web→Snacks:85, Brand/Price→Snacks:75",0.2019,chegodi 250g vellanki foods
Thotakura,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: Thotakura brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1977,thotakura
LYCHEE LOCAL ANAND,fruits,0,UNKNOWN,85,Dairy,synthetic: brand consensus; query: LYCHEE LOCAL ANAND brand category India,0,,,75,Dairy,none,Dairy,85.21,HIGH,AUTO-MAP,"Web→Dairy:85, Brand/Price→Dairy:75",0.1965,lychee local anand
PUMPKIN,vegetables,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: PUMPKIN brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1885,pumpkin
chukkakura,,0,UNKNOWN,85,Beverages,synthetic: brand consensus; query: chukkakura brand category India,0,,,75,Beverages,none,Beverages,85.21,HIGH,AUTO-MAP,"Web→Beverages:85, Brand/Price→Beverages:75",0.1822,chukkakura
